city,auction_house,exhibition,image_url,artist,title,price,low_estimate,signature,size,created,auction_lot,auction_date,medium
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/43.jpg,Krishnaji Shamrao Kulkarni,UNTITLED (BASKET MAKER),-not sold-,"$8,000","$12,000",Signed Lower Left,"22.25"" x 18.00",not given,43,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/44.jpg,Krishnaji Shamrao Kulkarni,UNTITLED (FARMER PLOWING),-not sold-,"$10,000","$15,000",Signed Lower Left,"18.00"" x 29.00",not given,44,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/45.jpg,Jamini Roy,UNTITLED (MADONNA),-not sold-,"$7,000","$10,000",Signed Lower Right,"29.00"" x 14.75",not given,45,09/10/2012,Tempera / Card
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/46.jpg,Jamini Roy,UNTITLED (TEMPLE DANCER),"$16,250","$9,000","$15,000",Unavailable,"33.00"" x 17.25",not given,46,09/10/2012,Tempera / Card
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/47.jpg,Maqbool Fida Husain,UNTITLED (DANCERS UNDER THE FULL MOON),"$290,500","$90,000","$150,000",Signed Lower Right,"39.50"" x 19.50",not given,47,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/48.jpg,Maqbool Fida Husain,UNTITLED (KASHMIRI WOMAN),"$20,000","$15,000","$25,000",Signed,"29.50"" x 20.60",not given,48,09/10/2012,Watercolor and oil pastel / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/49.jpg,Maqbool Fida Husain,UNTITLED (KASHMIRI COUPLE),"$25,000","$20,000","$30,000",Signed and Dated,"19.75"" x 28.25",1966,49,09/10/2012,Ink and wash / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/50.jpg,Abdul Rahiman Appabhai Almelkar,MAMALIPURAM TEMPLE (SIC),"$13,750","$8,000","$12,000",Signed and Dated,"36.25"" x 38.25",1965,50,09/10/2012,Acrylic / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/51.jpg,B Prabha,UNTITLED (LANDSCAPE DRENCHED IN MOONLIGHT),"$30,000","$15,000","$25,000",Signed,"25.25"" x 36.25",not given,51,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/53.jpg,Laxman Shreshtha,UNTITLED (BOMBAY NIGHT),"$20,000","$15,000","$20,000",Signed and Dated,"30.00"" x 24.00",1964,53,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/54.jpg,Maqbool Fida Husain,UNTITLED (RAJASTHAN SERIES),-not sold-,"$30,000","$50,000",Signed Lower Left,"11.75"" x 19.75",early 1960s,54,09/10/2012,Crayon and gouache / Paper on board
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/55.jpg,Maqbool Fida Husain,UNTITLED (BENARES),"$16,250","$10,000","$15,000",Signed and Dated,"29.60"" x 21.75",1962,55,09/10/2012,Ink / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/56.jpg,Jehangir Sabavala,THE UNRUFFLED CALM,"$158,500","$150,000","$200,000",Signed and Dated,"28.00"" x 48.00",1970,56,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/57.jpg,Syed Haider Raza,UNTITLED (WORKERS GATHERING HAY),-not sold-,"$15,000","$20,000",Signed Lower Right,"10.25"" x 14.75",not given,57,09/10/2012,Watercolor / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/58.jpg,Syed Haider Raza,UNTITLED (WOMEN PICKING COTTON),-not sold-,"$15,000","$20,000",Signed Lower Right,"10.25"" x 14.75",not given,58,09/10/2012,Watercolor / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/59.jpg,Syed Haider Raza,Village L'Ombre,"$76,900","$40,000","$60,000",Signed and Dated,"25.75"" x 18.13",1963,59,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/60.jpg,Jyoti M Bhatt,WOMEN FROM SAURASHTRA,"$18,750","$15,000","$20,000",Inscribed and Signed,"24.00"" x 20.25",1958,60,09/10/2012,Oil and acrylic / Board
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/61.jpg,Abdul Aziz Raiba,UNTITLED,-not sold-,"$10,000","$15,000",Signed Lower Right,"40.00"" x 32.25",not given,61,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/62.jpg,Laxman Pai,UNTITLED (FOUR SWIMMERS),-not sold-,"$15,000","$20,000",Signed and Dated,"34.00"" x 52.00",1971,62,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/63.jpg,Pakhal Tirumal Reddy,UNTITLED,-not sold-,"$12,000","$15,000",Signed and Dated,"24.75"" x 29.25",1962,63,09/10/2012,Oil / Board
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/64.jpg,Bikash Bhattacharjee,ABSTRACT I,"$50,000","$40,000","$60,000",Signed and Dated,"32.00"" x 45.75",1964,64,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/65.jpg,Bikash Bhattacharjee,CITY SOUL ON THE STAGE,"$56,250","$40,000","$60,000",Signed and Dated,"46.75"" x 43.75",1967,65,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/66.jpg,Sudhir Patwardhan,GRAY WALL,"$18,750","$15,000","$20,000",Inscribed,"39.50"" x 36.00",1978,66,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/67.jpg,Bhupen Khakar,UNTITLED (GOSSIP),-not sold-,"$40,000","$60,000",Signed and Dated,"24.88"" x 19.50",not given,67,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/68.jpg,Manjit Bawa,MIRZA SAHIB,-not sold-,"$120,000","$180,000",Unavailable,"34.00"" x 68.00",not given,68,09/10/2012,Conte Crayon and charcoal and wash / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/69.jpg,Krishna Hawlaji Ara,UNTITLED (STILL LIFE),"$10,000","$8,000","$12,000",Signed,"29.00"" x 22.00",not given,69,09/10/2012,Mixed Media / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/70.jpg,Jehangir Sabavala,EARTHENWARE AND FRUIT,"$62,500","$50,000","$70,000",Inscribed and Signed,"30.00"" x 25.00",1958,70,09/10/2012,Oil / Board
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/71.jpg,Narayan Shridhar Bendre,UNTITLED (SANTHAL WOMAN),"$50,000","$40,000","$60,000",Signed Lower Right,"32.00"" x 22.00",not given,71,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/72.jpg,Maqbool Fida Husain,UNTITLED,-not sold-,"$80,000","$120,000",Signed Lower Right,"36.75"" x 33.88",not given,72,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/73.jpg,Syed Haider Raza,VILLAGE,"$116,500","$80,000","$120,000",Inscribed and Signed,"39.00"" x 19.50",not given,73,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/74.jpg,Ram Kumar,UNTITLED,"$46,880","$15,000","$20,000",Inscribed and Signed,"34.00"" x 24.00",2002,74,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/75.jpg,Jagdish Swaminathan,UNTITLED,-not sold-,"$15,000","$20,000",Unavailable,"12.50"" x 6.75",not given,75,09/10/2012,Watercolor and pastel / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/76.jpg,Francis Newton Souza,UNTITLED,-not sold-,"$10,000","$15,000",Signed and Dated,"12.50"" x 9.50",1983,76,09/10/2012,chemical alteration / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/77.jpg,Francis Newton Souza,UNTITLED,-not sold-,"$20,000","$30,000",Signed and Dated,"10.75"" x 20.00",1990,77,09/10/2012,chemical alteration and acrylic / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/78.jpg,Krishen Khanna,WOMAN AT THE WINDOW IV,"$25,000","$20,000","$30,000",Inscribed and Signed,"50.00"" x 40.00",1981,78,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/79.jpg,Maqbool Fida Husain,UNTITLED (WOMAN PLAYING SITAR),"$146,500","$60,000","$80,000",Signed and Dated,"23.50"" x 39.75",1986,79,09/10/2012,Acrylic and marker / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/80.jpg,Krishna Hawlaji Ara,UNTITLED,-not sold-,"$20,000","$30,000",Signed Lower Right,"52.00"" x 27.00",not given,80,09/10/2012,Watercolor and tempera / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/81.jpg,Francis Newton Souza,TWO UNTITLED WORKS (2),"$8,130","$6,000","$8,000",Signed and Dated,Dimensions not available,1952,81,09/10/2012,Pencil / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/82.jpg,Avinash Chandra,UNTITLED,-not sold-,"$8,000","$10,000",Signed and Dated,"15.75"" x 20.88",1965,82,09/10/2012,Mixed Media / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/83.jpg,Avinash Chandra,UNTITLED,-not sold-,"$8,000","$10,000",Signed and Dated,"14.13"" x 21.25",1961,83,09/10/2012,Pastel / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/87.jpg,Jamil Naqsh,TWO UNTITLED WORKS (2),-not sold-,"$8,000","$10,000",Signed and Dated,Dimensions not available,not given,87,09/10/2012,Ink / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/88.jpg,Aisha Khalid,BETTER HALF,"$15,000","$12,000","$18,000",Unavailable,"19.50"" x 12.50",2007,88,09/10/2012,Watercolor / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/90.jpg,Mohammad Ali Talpur,UNTITLED (2),-not sold-,"$8,000","$10,000",Unavailable,"30.00"" x 30.00",2007,90,09/10/2012,Acrylic / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/91.jpg,Nusra Latif Qureshi,FAMILIAR MEMORIES II,"$7,500","$6,000","$8,000",Inscribed and Signed,"11.00"" x 8.25",2005,91,09/10/2012,Watercolor
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/92.jpg,Mohammad Zeeshan,UNTITLED,"$6,250","$5,000","$7,000",Unavailable,"13.25"" x 20.50",2007,92,09/10/2012,Gouache
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/1.jpg,Andy Warhol,SUNSET AND EVENING SHOE,"$12,500","$6,000","$8,000",Signed,"9.75"" x 13.75",not given,1,06/08/2012,Screenprint and watercolor / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/2.jpg,Andy Warhol,THE GOLDEN SLIPPER SHOW OR SHOES SHOE IN AMERICA,"$7,500","$5,000","$7,000",Signed and Titled,"21.00"" x 6.00",c.1956,2,06/08/2012,printed gold ink / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/3.jpg,Saul Steinberg,WALTZ,"$6,250","$5,000","$7,000",Signed and Dated,"14.13"" x 19.00",1953,3,06/08/2012,Ink / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/4.jpg,Andy Warhol,UNTITLED (BUTTERFLIES),"$10,000","$8,000","$12,000",Stamped,"13.00"" x 18.00",not given,4,06/08/2012,offset lithograph with watercolor / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/5.jpg,Andy Warhol,UNTITLED (BIRD IN NEST),"$10,000","$10,000","$15,000",Stamped,"5.50"" x 7.75",c.1960,5,06/08/2012,Watercolor and ink / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/6.jpg,Andy Warhol,HAPPY BUTTERFLY DAY,"$23,750","$6,000","$9,000",Signed and Titled,"14.00"" x 10.00",c.1955,6,06/08/2012,Watercolor and ink / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/7.jpg,Alexander (Sandy) Calder,ESCARGOT AMOUREUX DE 2 HUITRES,"$116,500","$30,000","$40,000",Signed and Dated,"43.00"" x 29.38",1969,7,06/08/2012,Gouache / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/8.jpg,Richard Pettibone,MOST WANTED MAN AND SABRA II,"$31,250","$10,000","$15,000",Signed and Dated,"8.00"" x 11.00",1969,8,06/08/2012,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/9.jpg,Larry Rivers,SKETCH FOR QUEEN OF CLUBS,"$15,000","$8,000","$12,000",Signed and Dated,"30.00"" x 22.00",1978,9,06/08/2012,Pencil with colored pencil / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/10.jpg,Larry Rivers,WHITE CAMEL,"$5,630","$5,000","$7,000",Signed and Dated,"13.50"" x 11.00",1978,10,06/08/2012,Pencil with colored pencil / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/11.jpg,Larry Rivers,NEGRO,-not sold-,"$8,000","$12,000",Signed and Dated,"25.13"" x 20.25",1968,11,06/08/2012,printed paper collage with crayon / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/13.jpg,Louise Berliawsky Nevelson,Untitled,-not sold-,"$7,000","$9,000",Signed,"30.00"" x 20.00",1972,13,06/08/2012,paper collage / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/14.jpg,Manoucher Yektai,UNTITLED (TOMATO PLANT),"$4,375","$7,000","$9,000",Signed and Dated,"36.00"" x 30.00",1965,14,06/08/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/15.jpg,David Budd,STEADY STATE,"$1,875","$3,000","$5,000",Signed and Dated,"45.00"" x 48.00",1965,15,06/08/2012,Acrylic with oil / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/16.jpg,Oswaldo Guayasamin,PORTRAIT OF LINDA LAY SHULER,"$5,000","$6,000","$8,000",Signed,"47.25"" x 75.00",c.1965,16,06/08/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/17.jpg,Armand Pierre Arman,THE EMBRACE,-not sold-,"$12,000","$18,000",Signed,"18.50"" x 19.75"" x 6.00",not given,17,06/08/2012,"Bronze with brown and gold patina, marble base"
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/18.jpg,Francisco Zuniga,SILIVA AGACHADA,"$6,250","$6,000","$8,000",Signed and Dated,"5.25"" x 7.00"" x 6.75",1969,18,06/08/2012,Bronze
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/19.jpg,Philip Taaffe,PAR,-not sold-,"$30,000","$40,000",Signed and Dated,"66.00"" x 51.00",1988,19,06/08/2012,Acrylic with wax paper collage / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/20.jpg,David Row,REFLEX II,"$1,250","$3,000","$5,000",Signed and Dated,"75.00"" x 60.00",1987,20,06/08/2012,Oil with wax / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/21.jpg,Donald Keith Sultan,YELLOW ROSES AND BLACK LEMON,-not sold-,"$25,000","$35,000",Signed and Dated,"48.00"" x 50.50",2000,21,06/08/2012,Oil with tar and plaster on tile / Board
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/22.jpg,Julian Schnabel,Untitled,"$6,250","$6,000","$8,000",Signed and Dated,"12.00"" x 9.00",1995,22,06/08/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/23.jpg,Julian Schnabel,BRENNERO,-not sold-,"$10,000","$15,000",Signed and Dated,"19.75"" x 15.00",1983,23,06/08/2012,Watercolor and gouache / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/25.jpg,Eric Fischl,Untitled,"$8,750","$10,000","$15,000",Signed and Dated,"24.00"" x 18.00",1986,25,06/08/2012,Charcoal / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/26.jpg,Malcolm Morley,Untitled,-not sold-,"$5,000","$7,000",Signed,"15.00"" x 22.13",c.1985,26,06/08/2012,Watercolor / Paper
New York,Sotheby's New York,contemporary art 06/08/2012,http://www.askart.com/photos2/2014/SNY20120608_73284/27.jpg,Malcolm Morley,Untitled,"$6,250","$5,000","$7,000",Signed,"15.00"" x 17.75",c.1985,27,06/08/2012,Watercolor / Paper
